,Formatted date,Name,Symbol,Price($),Market Cap ($),Circulating Supply
6182,2020-10-18,Tether,USDT,1.0,16382292419.37,16369460603
6183,2020-10-25,Tether,USDT,1.0,16381261854.58,16369460603
6184,2020-11-01,Tether,USDT,1.0,16660908761.15,16654602134
6185,2020-11-08,Tether,USDT,1.0,17210335408.89,17195790004
6186,2020-11-15,Tether,USDT,1.0,17878397979.39,17866843501
6187,2020-11-22,Tether,USDT,0.9992,18454866337.44,18469593301
6188,2020-11-29,Tether,USDT,1.0,19126891187.77,19109887105
6189,2020-12-06,Tether,USDT,1.0,19683467750.66,19659810789
6190,2020-12-13,Tether,USDT,1.0,19834034804.91,19834995609
6191,2020-12-20,Tether,USDT,0.9996,20293091729.71,20300339262
6192,2020-12-27,Tether,USDT,0.9989,20729387121.49,20753166934
6193,2021-01-03,Tether,USDT,1.0,21340101768.04,21329136250
6194,2021-01-10,Tether,USDT,1.0,24229726418.89,24224312725
6195,2021-01-17,Tether,USDT,1.0,24335202163.05,24325132871
6196,2021-01-24,Tether,USDT,1.0,24852549110.9,24817394865
6197,2021-01-31,Tether,USDT,1.0,26451988954.48,26430641890
6198,2021-02-07,Tether,USDT,1.0,28640986238.57,28606332458
6199,2021-02-14,Tether,USDT,1.0,32031576069.7,32007698002
6200,2021-02-21,Tether,USDT,1.0,34895372107.19,34883796222
6201,2021-02-28,Tether,USDT,1.0,35051423319.75,34977434546
6202,2021-03-07,Tether,USDT,1.0,36472973681.61,36461381803
6203,2021-03-14,Tether,USDT,0.9998,38235568474.54,38243573409
6204,2021-03-21,Tether,USDT,1.0,39706127967.31,39655367576
6205,2021-03-28,Tether,USDT,1.0,40500517196.83,40475941170
6206,2021-04-04,Tether,USDT,1.0,42503862983.73,42359752850
6207,2021-04-11,Tether,USDT,1.0,44521618210.48,44424922421
6208,2021-04-18,Tether,USDT,1.0,48080200312.27,48075190515
6209,2021-04-25,Tether,USDT,0.9999,49961963196.98,49965254439
6210,2021-05-02,Tether,USDT,1.0,51788836339.95,51781989851
6211,2021-05-09,Tether,USDT,1.0,55539697236.75,55536494298
6212,2021-05-16,Tether,USDT,1.0,58308356800.72,58309798199
6213,2021-05-23,Tether,USDT,1.0,59533859940.62,59434391387
6214,2021-05-30,Tether,USDT,1.0,61742398035.71,61738511498
6215,2021-06-06,Tether,USDT,1.0,62298516610.6,62246255385
6216,2021-06-13,Tether,USDT,0.9997,62574982573.8,62591701539
6217,2021-06-20,Tether,USDT,1.0,62631120301.17,62576335047
6218,2021-06-27,Tether,USDT,1.0,62565275501.32,62525151502
6219,2021-07-04,Tether,USDT,0.9995,62342742987.58,62373875280
6220,2021-07-11,Tether,USDT,1.0,62219396885.76,62205422762
6221,2021-07-18,Tether,USDT,1.0,62022722460.76,61984248695
6222,2021-07-25,Tether,USDT,1.0,61820395074.47,61810332357
6223,2021-08-01,Tether,USDT,1.0,61892139970.2,61871052218
6224,2021-08-08,Tether,USDT,1.0,62215698170.05,62200234131
6225,2021-08-15,Tether,USDT,1.0,63387480053.31,63346734131
6226,2021-08-22,Tether,USDT,1.0,64683626346.53,64626834131
6227,2021-08-29,Tether,USDT,1.0,65569682754.78,65489475281
6228,2021-09-05,Tether,USDT,1.0,66796325582.43,66778877886
6229,2021-09-12,Tether,USDT,0.9997,68319955757.67,68340615736
6230,2021-09-19,Tether,USDT,1.0,68322670124.26,68292505887
6231,2021-09-26,Tether,USDT,1.0,68592692453.23,68542995825
6232,2021-10-03,Tether,USDT,1.0,68037739842.11,68024069675
6233,2021-10-10,Tether,USDT,1.0,68474173177.09,68404570064
6234,2021-10-17,Tether,USDT,1.0,69062408782.35,69043109914
6235,2021-10-24,Tether,USDT,1.0,69589618742.78,69574109914
6236,2021-10-31,Tether,USDT,1.0,70286558907.95,70260109912
6237,2021-11-07,Tether,USDT,1.0,72645304847.62,72535304635
6238,2021-11-14,Tether,USDT,1.0,73886983972.75,73859886039
6239,2021-11-21,Tether,USDT,1.0,73185056292.77,73121243702
6240,2021-11-28,Tether,USDT,1.0,73130412909.53,73121243702
6241,2021-12-05,Tether,USDT,1.0,75159692180.87,75112354134
6242,2021-12-12,Tether,USDT,1.0,76236307022.1,76156304084
6243,2021-12-19,Tether,USDT,1.0,76288982077.53,76289909012
6244,2021-12-26,Tether,USDT,1.0,78020576206.34,77985581940
6245,2022-01-02,Tether,USDT,1.0,78373882136.14,78337882507
6246,2022-01-09,Tether,USDT,1.0,78312801194.12,78292663468
6247,2022-01-16,Tether,USDT,1.0,78432253976.7,78399566141
6248,2022-01-23,Tether,USDT,1.0,78350199961.52,78311766178
6249,2022-01-30,Tether,USDT,1.0,78144090895.92,78117427986
6250,2022-02-06,Tether,USDT,1.0,77961684799.0,77908751039
6251,2022-02-13,Tether,USDT,1.0,78458775425.11,78423051214
6252,2022-02-20,Tether,USDT,1.0,79051748940.72,79019501686
6253,2022-02-27,Tether,USDT,1.0,79587144285.24,79548056347
6254,2022-03-06,Tether,USDT,1.0,79732529564.37,79713056448
6255,2022-03-13,Tether,USDT,1.0,80088619803.15,80072716129
6256,2022-03-20,Tether,USDT,1.0,80781817395.21,80747335458
6257,2022-03-27,Tether,USDT,1.0,81362292667.84,81331736008
6258,2022-04-03,Tether,USDT,1.0,82324402977.49,82301930534
6259,2022-04-10,Tether,USDT,1.0,82559031739.45,82534930597
6260,2022-04-17,Tether,USDT,1.0,82744322400.8,82718361450
6261,2022-04-24,Tether,USDT,1.0,83142781297.01,83114200507
6262,2022-05-01,Tether,USDT,1.0,83162272400.21,83152877108
6263,2022-05-08,Tether,USDT,0.9999,83205227593.81,83217377095
6264,2022-05-15,Tether,USDT,0.9991,75681576735.59,75752120651
6265,2018-07-08,Tezos,XTZ,2.32,1411828791.75,607489041
6266,2018-07-15,Tezos,XTZ,2.18,1325285982.33,607489041
6267,2018-07-22,Tezos,XTZ,2.16,1313883425.5,607489041
6268,2018-07-29,Tezos,XTZ,2.07,1255971495.28,607489041
6269,2018-08-05,Tezos,XTZ,1.85,1124105669.67,607489041
6270,2018-08-12,Tezos,XTZ,1.45,882954562.84,607489041
6271,2018-08-19,Tezos,XTZ,1.37,833024581.72,607489041
6272,2018-08-26,Tezos,XTZ,1.33,807408477.89,607489041
6273,2018-09-02,Tezos,XTZ,1.39,847391872.85,607489041
6274,2018-09-09,Tezos,XTZ,1.2,728418176.84,607489041
6275,2018-09-16,Tezos,XTZ,1.66,1008968335.06,607489041
6276,2018-09-23,Tezos,XTZ,1.66,1008884474.62,607489041
6277,2018-09-30,Tezos,XTZ,1.42,865515720.37,607489041
6278,2018-10-07,Tezos,XTZ,1.32,800339724.02,607489041
6279,2018-10-14,Tezos,XTZ,1.22,741049383.17,607489041
6280,2018-10-21,Tezos,XTZ,1.34,815467552.52,607489041
6281,2018-10-28,Tezos,XTZ,1.35,822792377.63,607489041
6282,2018-11-04,Tezos,XTZ,1.33,805979158.37,607489041
6283,2018-11-11,Tezos,XTZ,1.32,800017517.34,607489041
6284,2018-11-18,Tezos,XTZ,1.08,658646731.7,607489041
6285,2018-11-25,Tezos,XTZ,0.5896,358154115.35,607489041
6286,2019-03-31,Tezos,XTZ,1.06,704639139.18,664843673
6287,2019-04-14,Tezos,XTZ,1.14,756808224.5,662874928
6288,2019-04-21,Tezos,XTZ,1.32,874542583.13,660379772
6289,2019-04-28,Tezos,XTZ,1.17,776895426.26,661272904
6290,2019-05-05,Tezos,XTZ,1.16,770409638.69,662705438
6291,2019-05-12,Tezos,XTZ,1.22,807377030.19,660480222
6292,2019-05-19,Tezos,XTZ,1.83,1212616492.54,661512777
6293,2019-05-26,Tezos,XTZ,1.67,1102824936.94,662350128
6294,2019-06-02,Tezos,XTZ,1.51,998364254.24,659878536
6295,2019-06-09,Tezos,XTZ,1.23,810791981.57,660755048
6296,2019-06-16,Tezos,XTZ,1.29,851067754.69,658457318
6297,2019-07-21,Tezos,XTZ,1.08,710469524.31,659742188
6298,2019-07-28,Tezos,XTZ,1.01,669998869.43,660373612
6299,2019-08-04,Tezos,XTZ,1.44,948979104.34,660373612
6300,2019-08-11,Tezos,XTZ,1.38,908558770.69,660373612
6301,2019-08-18,Tezos,XTZ,1.2,794345202.49,660373612
6302,2019-08-25,Tezos,XTZ,1.14,754098350.41,660373612
6303,2019-09-01,Tezos,XTZ,1.03,681637980.05,660373612
6304,2019-09-08,Tezos,XTZ,1.07,703564280.07,660373612
6305,2019-09-15,Tezos,XTZ,1.0,662384863.41,660373612
6306,2019-09-22,Tezos,XTZ,1.06,696868197.84,660373612
6307,2019-09-29,Tezos,XTZ,0.8879,586346796.21,660373612
6308,2019-10-06,Tezos,XTZ,0.8769,579113085.98,660373612
6309,2019-10-13,Tezos,XTZ,0.9037,596776442.21,660373612
6310,2019-10-20,Tezos,XTZ,0.8774,579437173.87,660373612
6311,2019-11-10,Tezos,XTZ,1.23,812505003.9,660373612
6312,2019-11-17,Tezos,XTZ,1.16,767707352.92,660373612
6313,2019-11-24,Tezos,XTZ,1.34,887731654.43,660373612
6314,2019-12-01,Tezos,XTZ,1.25,828296390.47,660373612
6315,2019-12-08,Tezos,XTZ,1.61,1061776776.18,660373612
6316,2019-12-15,Tezos,XTZ,1.68,1108106235.46,660373612
6317,2019-12-22,Tezos,XTZ,1.47,1018816410.23,694191974
6318,2019-12-29,Tezos,XTZ,1.31,911327053.77,694191974
6319,2020-01-05,Tezos,XTZ,1.26,877159746.89,694191974
6320,2020-01-12,Tezos,XTZ,1.31,909993423.09,694191974
6321,2020-01-19,Tezos,XTZ,1.42,987050589.99,694191974
6322,2020-01-26,Tezos,XTZ,1.52,1057063607.37,694191974
6323,2020-02-02,Tezos,XTZ,1.91,1326090827.2,694191974
6324,2020-02-09,Tezos,XTZ,2.64,1835944548.57,694191974
6325,2020-02-16,Tezos,XTZ,3.25,2255211170.19,694191974
6326,2020-02-23,Tezos,XTZ,3.51,2465440668.52,701730538
6327,2020-03-01,Tezos,XTZ,2.62,1842690210.54,702487452
6328,2020-03-08,Tezos,XTZ,2.6,1829363684.2,703076263
6329,2020-03-15,Tezos,XTZ,1.54,1086084385.73,703807707
6330,2020-03-22,Tezos,XTZ,1.47,1038511561.46,704565511
6331,2020-03-29,Tezos,XTZ,1.48,1043564077.34,705020740
6332,2020-04-05,Tezos,XTZ,1.67,1177969542.75,705020740
6333,2020-04-12,Tezos,XTZ,2.01,1423197304.74,706775994
6334,2020-04-19,Tezos,XTZ,2.27,1602764732.35,707574068
6335,2020-04-26,Tezos,XTZ,2.77,1958813041.19,708369475
6336,2020-05-03,Tezos,XTZ,2.74,1944016243.63,709161521
6337,2020-05-10,Tezos,XTZ,2.55,1812470793.78,709954095
6338,2020-05-17,Tezos,XTZ,2.62,1864777719.31,710744654
6339,2020-05-24,Tezos,XTZ,2.67,1900845648.68,711541827
6340,2020-05-31,Tezos,XTZ,2.8,1992319654.19,712330570
6341,2020-06-07,Tezos,XTZ,2.89,2115782949.69,732123822
6342,2020-06-14,Tezos,XTZ,2.6,1904813417.45,732912735
6343,2020-06-21,Tezos,XTZ,2.59,1898245315.99,733702388
6344,2020-06-28,Tezos,XTZ,2.37,1742583006.64,734494233
6345,2020-07-05,Tezos,XTZ,2.28,1679994710.81,735283983
6346,2020-07-12,Tezos,XTZ,2.81,2070061599.48,736074111
6347,2020-07-19,Tezos,XTZ,2.98,2192784633.8,736866386
6348,2020-07-26,Tezos,XTZ,2.98,2199951158.84,737658849
6349,2020-08-02,Tezos,XTZ,2.88,2124910456.29,738447690
6350,2020-08-09,Tezos,XTZ,3.68,2723508485.13,739231006
6351,2020-08-16,Tezos,XTZ,4.24,3136665702.85,739997119
6352,2020-08-23,Tezos,XTZ,3.52,2608955404.14,740775957
6353,2020-08-30,Tezos,XTZ,3.38,2507624668.31,741546948
6354,2020-09-06,Tezos,XTZ,2.57,1904959109.56,742318130
6355,2020-09-13,Tezos,XTZ,2.62,1947010277.93,743089290
6356,2020-09-20,Tezos,XTZ,2.22,1652940927.21,743862304
6357,2020-09-27,Tezos,XTZ,2.23,1664859268.53,748126477
6358,2020-10-04,Tezos,XTZ,2.11,1580771088.85,748126477
6359,2020-10-11,Tezos,XTZ,2.29,1711562633.63,748126477
6360,2020-10-18,Tezos,XTZ,2.3,1722682121.77,748126477
6361,2020-10-25,Tezos,XTZ,2.17,1621604983.1,748126477
6362,2020-11-01,Tezos,XTZ,1.99,1486194807.34,748580278
6363,2020-11-08,Tezos,XTZ,2.09,1564259619.16,749369105
6364,2020-11-15,Tezos,XTZ,2.02,1514960761.14,750132742
6365,2020-11-22,Tezos,XTZ,2.27,1704073184.46,750875508
6366,2020-11-29,Tezos,XTZ,2.36,1774575600.96,751651288
6367,2020-12-06,Tezos,XTZ,2.33,1750066452.13,752440114
6368,2020-12-13,Tezos,XTZ,2.23,1678033597.08,753232765
6369,2020-12-20,Tezos,XTZ,2.27,1708882906.02,754020902
6370,2020-12-27,Tezos,XTZ,2.0,1510425125.03,754807229
6371,2021-01-10,Tezos,XTZ,2.77,2095911475.58,756305179
6372,2021-01-17,Tezos,XTZ,2.97,2244822024.32,757029421
6373,2021-01-24,Tezos,XTZ,3.04,2306657465.66,757762398
6374,2019-06-23,UNUS SED LEO,LEO,1.88,1878226067.04,999498893
6375,2019-06-30,UNUS SED LEO,LEO,1.76,1756992667.43,999498893
6376,2019-07-07,UNUS SED LEO,LEO,1.7,1699473826.01,999498893
6377,2019-07-14,UNUS SED LEO,LEO,1.41,1406070899.52,999498893
6378,2019-07-21,UNUS SED LEO,LEO,1.28,1282211379.13,999498893
6379,2019-07-28,UNUS SED LEO,LEO,1.28,1281358226.83,999498893
6380,2019-08-04,UNUS SED LEO,LEO,1.32,1317753308.83,999498893
6381,2019-08-11,UNUS SED LEO,LEO,1.31,1308090043.35,999498893
6382,2019-08-18,UNUS SED LEO,LEO,1.31,1314337611.76,999498893
6383,2019-08-25,UNUS SED LEO,LEO,1.18,1175540521.11,999498893
6384,2019-09-01,UNUS SED LEO,LEO,1.15,1148665271.96,999498893
6385,2019-09-08,UNUS SED LEO,LEO,1.07,1069757898.0,999498893
6386,2019-09-15,UNUS SED LEO,LEO,1.07,1068257352.08,999498893
6387,2019-09-22,UNUS SED LEO,LEO,1.08,1081340504.05,999498893
6388,2019-09-29,UNUS SED LEO,LEO,1.05,1045263883.3,999498893
6389,2019-10-06,UNUS SED LEO,LEO,0.9731,972579234.13,999498893
6390,2019-10-13,UNUS SED LEO,LEO,0.9977,997246024.26,999498893
6391,2019-10-20,UNUS SED LEO,LEO,1.02,1020843881.89,999498893
6392,2019-10-27,UNUS SED LEO,LEO,0.9813,980763585.05,999498893
6393,2019-11-03,UNUS SED LEO,LEO,1.0,1004268683.34,999498893
6394,2019-11-10,UNUS SED LEO,LEO,0.9919,991422947.03,999498893
6395,2019-11-17,UNUS SED LEO,LEO,0.9755,975032312.59,999498893
6396,2019-11-24,UNUS SED LEO,LEO,0.9362,935760479.05,999498893
6397,2019-12-01,UNUS SED LEO,LEO,0.9205,920004249.02,999498893
6398,2019-12-08,UNUS SED LEO,LEO,0.9135,913036740.68,999498893
6399,2019-12-15,UNUS SED LEO,LEO,0.8756,875206828.34,999498893
6400,2019-12-22,UNUS SED LEO,LEO,0.8755,875067257.55,999498893
6401,2019-12-29,UNUS SED LEO,LEO,0.824,823580467.65,999498893
6402,2020-01-05,UNUS SED LEO,LEO,0.857,856553225.03,999498893
6403,2020-01-12,UNUS SED LEO,LEO,0.8707,870268309.37,999498893
6404,2020-01-19,UNUS SED LEO,LEO,0.8737,873246390.97,999498893
6405,2020-01-26,UNUS SED LEO,LEO,0.8978,897302847.02,999498893
6406,2020-02-02,UNUS SED LEO,LEO,0.8876,887179304.23,999498893
6407,2020-02-09,UNUS SED LEO,LEO,0.9654,964961818.37,999498893
6408,2020-02-16,UNUS SED LEO,LEO,0.9679,967450343.27,999498893
6409,2020-02-23,UNUS SED LEO,LEO,0.9475,947016530.33,999498893
6410,2020-03-01,UNUS SED LEO,LEO,0.9566,956124212.55,999498893
6411,2020-03-08,UNUS SED LEO,LEO,0.9921,991604550.48,999498893
6412,2020-03-15,UNUS SED LEO,LEO,0.9029,902431067.97,999498893
6413,2020-03-22,UNUS SED LEO,LEO,1.0,1003519747.15,999498893
6414,2020-03-29,UNUS SED LEO,LEO,1.02,1014821454.27,999498893
6415,2020-04-05,UNUS SED LEO,LEO,1.03,1030817805.1,999498893
6416,2020-04-12,UNUS SED LEO,LEO,1.02,1023562556.81,999498893
6417,2020-04-19,UNUS SED LEO,LEO,1.04,1041370672.75,999498893
6418,2020-04-26,UNUS SED LEO,LEO,1.05,1045888549.62,999498893
6419,2020-05-03,UNUS SED LEO,LEO,1.06,1064018112.69,999498893
6420,2020-05-10,UNUS SED LEO,LEO,1.1,1098607134.61,999498893
6421,2020-05-17,UNUS SED LEO,LEO,1.08,1081119307.39,999498893
6422,2020-05-24,UNUS SED LEO,LEO,1.14,1139876849.81,999498893
6423,2020-05-31,UNUS SED LEO,LEO,1.18,1183375905.96,999498893
6424,2020-06-07,UNUS SED LEO,LEO,1.25,1244833512.33,999498893
6425,2020-06-14,UNUS SED LEO,LEO,1.18,1174742575.22,999498893
6426,2020-06-21,UNUS SED LEO,LEO,1.16,1161844214.9,999498893
6427,2020-06-28,UNUS SED LEO,LEO,1.25,1245083463.74,999498893
6428,2020-07-05,UNUS SED LEO,LEO,1.18,1182857301.31,999498893
6429,2020-07-12,UNUS SED LEO,LEO,1.12,1123337557.48,999498893
6430,2020-07-19,UNUS SED LEO,LEO,1.15,1146251555.18,999498893
6431,2020-07-26,UNUS SED LEO,LEO,1.21,1213178467.48,999498893
6432,2020-08-02,UNUS SED LEO,LEO,1.27,1269855246.81,999498893
6433,2020-08-09,UNUS SED LEO,LEO,1.27,1273668670.4,999498893
6434,2020-08-16,UNUS SED LEO,LEO,1.29,1285043520.34,999498893
6435,2020-08-23,UNUS SED LEO,LEO,1.27,1264542739.11,999498893
6436,2020-08-30,UNUS SED LEO,LEO,1.27,1271889191.31,999498893
6437,2020-09-06,UNUS SED LEO,LEO,1.22,1218954588.53,999498893
6438,2020-09-13,UNUS SED LEO,LEO,1.23,1229205277.44,999498893
6439,2020-09-27,UNUS SED LEO,LEO,1.25,1245905567.63,999498893
6440,2020-10-04,UNUS SED LEO,LEO,1.23,1227783281.14,999498893
6441,2020-11-01,UNUS SED LEO,LEO,1.26,1262119794.87,999498893
6442,2020-11-08,UNUS SED LEO,LEO,1.29,1285288798.4,999498893
6443,2020-11-15,UNUS SED LEO,LEO,1.27,1270549898.4,999498893
6444,2020-11-22,UNUS SED LEO,LEO,1.28,1275054480.7,999498893
6445,2020-12-13,UNUS SED LEO,LEO,1.36,1355210085.8,999498893
6446,2020-12-27,UNUS SED LEO,LEO,1.36,1354911353.37,999498893
6447,2019-01-13,USD Coin,USDC,1.01,372399548.3,368307846
6448,2019-01-20,USD Coin,USDC,1.02,327478050.12,322108798
6449,2019-01-27,USD Coin,USDC,1.01,333585021.91,328998264
6450,2019-02-03,USD Coin,USDC,1.01,302531642.04,298283047
6451,2020-03-22,USD Coin,USDC,0.9959,662820963.43,665525754
6452,2020-03-29,USD Coin,USDC,0.978,675033086.45,690191185
6453,2020-04-05,USD Coin,USDC,1.0,696526423.34,695473726
6454,2020-05-24,USD Coin,USDC,1.0,707936081.51,706239390
6455,2020-06-28,USD Coin,USDC,1.0,929618326.41,926919889
6456,2020-07-05,USD Coin,USDC,0.9978,1029539264.88,1031791331
6457,2020-07-12,USD Coin,USDC,0.9982,1100023053.85,1101959713
6458,2020-07-19,USD Coin,USDC,0.9971,1116663726.74,1119902316
6459,2020-07-26,USD Coin,USDC,0.9974,1159911791.36,1162915600
6460,2020-08-02,USD Coin,USDC,0.9974,1087685514.86,1090560420
6461,2020-08-09,USD Coin,USDC,1.0,1145141852.67,1143129787
6462,2020-08-16,USD Coin,USDC,0.9993,1198189663.74,1199069838
6463,2020-08-23,USD Coin,USDC,0.9995,1349648002.86,1350367011
6464,2020-08-30,USD Coin,USDC,1.0,1468810608.14,1466969581
6465,2020-09-06,USD Coin,USDC,1.0,1727361030.72,1725497788
6466,2020-09-13,USD Coin,USDC,1.0,1994741743.37,1992118688
6467,2020-09-20,USD Coin,USDC,1.0,2322713231.62,2319972012
6468,2020-09-27,USD Coin,USDC,1.0,2810010505.93,2808679655
6469,2020-10-04,USD Coin,USDC,1.0,2809715247.33,2808679655
6470,2020-10-11,USD Coin,USDC,1.0,2810788961.27,2808679655
6471,2020-10-18,USD Coin,USDC,1.0,2809293965.2,2808083421
6472,2020-10-25,USD Coin,USDC,1.0,2808630209.16,2808083421
6473,2020-11-01,USD Coin,USDC,1.0,2928676111.04,2927787035
6474,2020-11-08,USD Coin,USDC,1.0,2874233151.03,2874355803
6475,2020-11-15,USD Coin,USDC,1.0,2813598347.19,2813125807
6476,2020-11-22,USD Coin,USDC,1.0,2874006400.01,2874071040
6477,2020-11-29,USD Coin,USDC,1.0,2964393940.49,2964178773
6478,2020-12-06,USD Coin,USDC,1.0,3073447381.02,3072618726
6479,2020-12-13,USD Coin,USDC,0.9999,3241732105.98,3242096243
6480,2020-12-20,USD Coin,USDC,0.9999,3356572079.29,3356930102
6481,2020-12-27,USD Coin,USDC,1.0,3582730027.76,3582447739
6482,2021-01-03,USD Coin,USDC,0.9997,4208024428.08,4209136024
6483,2021-01-10,USD Coin,USDC,1.0,4716774854.91,4716350876
6484,2021-01-17,USD Coin,USDC,1.0,5062831585.0,5060531253
6485,2021-01-24,USD Coin,USDC,1.0,5521308075.36,5520411395
6486,2021-01-31,USD Coin,USDC,1.0,5868871806.0,5869101909
6487,2021-02-07,USD Coin,USDC,0.9999,6439675443.68,6440407860
6488,2021-02-14,USD Coin,USDC,1.0,7285556444.95,7285370857
6489,2021-02-21,USD Coin,USDC,0.9999,8194630895.07,8195078736
6490,2021-02-28,USD Coin,USDC,1.0,8897551098.99,8894915958
6491,2021-03-07,USD Coin,USDC,1.0,8969172583.82,8969225097
6492,2021-03-14,USD Coin,USDC,1.0,9276209311.89,9276229236
6493,2021-03-21,USD Coin,USDC,1.0,10014727091.46,10005098781
6494,2021-03-28,USD Coin,USDC,1.0,10768922656.44,10760398265
6495,2021-04-04,USD Coin,USDC,1.0,10884944736.0,10852849291
6496,2021-04-11,USD Coin,USDC,1.0,11065073073.51,11033407439
6497,2021-04-18,USD Coin,USDC,1.0,11308018713.09,11306949961
6498,2021-04-25,USD Coin,USDC,1.0,11245293626.06,11243286480
6499,2021-05-02,USD Coin,USDC,0.9999,14379417664.25,14380157844
6500,2021-05-09,USD Coin,USDC,1.0,14380909714.07,14380157844
6501,2021-05-16,USD Coin,USDC,1.0,14382393542.27,14380157844
6502,2021-05-23,USD Coin,USDC,1.0,14386222481.21,14380157844
6503,2021-05-30,USD Coin,USDC,0.9995,22421676957.19,22432927813
6504,2021-06-06,USD Coin,USDC,1.0,23003536496.45,22990271580
6505,2021-06-13,USD Coin,USDC,0.9996,23641140562.15,23649890102
6506,2021-06-20,USD Coin,USDC,1.0,24440364970.14,24416881481
6507,2021-06-27,USD Coin,USDC,1.0,25791977537.2,25776737766
6508,2021-07-04,USD Coin,USDC,0.9995,25511718609.01,25524471079
6509,2021-07-11,USD Coin,USDC,1.0,26133666247.64,26126675629
6510,2021-07-18,USD Coin,USDC,1.0,26652079403.79,26636799827
6511,2021-07-25,USD Coin,USDC,0.9996,27044509769.76,27055677535
6512,2021-08-01,USD Coin,USDC,1.0,27421062363.65,27416649779
6513,2021-08-08,USD Coin,USDC,0.9996,27689009820.37,27700394050
6514,2021-08-15,USD Coin,USDC,0.9998,27646951090.44,27651125346
6515,2021-08-22,USD Coin,USDC,1.0,26978962721.1,26974453355
6516,2021-08-29,USD Coin,USDC,1.0,27229668411.96,27216121456
6517,2021-09-05,USD Coin,USDC,0.9996,27797091080.19,27808907632
6518,2021-09-12,USD Coin,USDC,0.9995,29218183032.74,29233079596
6519,2021-09-19,USD Coin,USDC,1.0,29443458704.74,29435964786
6520,2021-09-26,USD Coin,USDC,1.0,31087854743.24,31079938619
6521,2021-10-03,USD Coin,USDC,0.9997,32215973731.74,32226249729
6522,2021-10-10,USD Coin,USDC,1.0,33174239300.06,33154427990
6523,2021-10-17,USD Coin,USDC,1.0,32706400844.5,32696635999
6524,2021-10-24,USD Coin,USDC,1.0,32598764545.06,32588712506
6525,2021-10-31,USD Coin,USDC,0.9997,33171892682.46,33181046821
6526,2021-11-07,USD Coin,USDC,1.0,34343466491.13,34321193884
6527,2021-11-14,USD Coin,USDC,0.9996,34412186959.27,34424351584
6528,2021-11-21,USD Coin,USDC,1.0,38399613597.76,38390605453
6529,2021-11-28,USD Coin,USDC,0.9999,38387942291.41,38392743774
6530,2021-12-05,USD Coin,USDC,0.9987,40884696965.55,40937321254
6531,2021-12-12,USD Coin,USDC,1.0,41641107198.51,41631177738
6532,2021-12-19,USD Coin,USDC,0.9999,42061885365.57,42066799177
6533,2021-12-26,USD Coin,USDC,0.9991,42392023711.45,42429875308
6534,2022-01-02,USD Coin,USDC,0.9998,42562534941.23,42572544666
6535,2022-01-09,USD Coin,USDC,0.9998,43635467097.34,43642646024
6536,2022-01-16,USD Coin,USDC,0.9997,45434277767.95,45448296433
6537,2022-01-23,USD Coin,USDC,1.0,47651385218.76,47644490426
6538,2022-01-30,USD Coin,USDC,1.0,49800880429.14,49797637583
6539,2022-02-06,USD Coin,USDC,1.0,51054224335.1,51036025522
6540,2022-02-13,USD Coin,USDC,1.0,52360369755.16,52361250170
6541,2022-02-20,USD Coin,USDC,1.0,52596647717.63,52596483785
6542,2022-02-27,USD Coin,USDC,0.9997,53370799001.14,53385655660
6543,2022-03-06,USD Coin,USDC,0.9999,52838496192.22,52846388125
6544,2022-03-13,USD Coin,USDC,1.0,52427364797.89,52429204079
6545,2022-03-20,USD Coin,USDC,0.9999,53000906379.47,53004490761
6546,2022-03-27,USD Coin,USDC,1.0,52083027076.46,52080992407
6547,2022-04-03,USD Coin,USDC,1.0,51633984578.7,51629119959
6548,2022-04-10,USD Coin,USDC,0.9996,50992961339.02,51012046682
6549,2022-04-17,USD Coin,USDC,0.9993,50008804043.11,50045910866
6550,2022-04-24,USD Coin,USDC,1.0,49890528149.94,49892351394
6551,2022-05-01,USD Coin,USDC,1.0,49298296906.65,49279500715
6552,2022-05-08,USD Coin,USDC,1.0,48681199304.73,48676959278
6553,2022-05-15,USD Coin,USDC,1.0,51148192672.29,51138846685
6554,2021-01-17,Uniswap,UNI,8.66,2402396385.25,277346955
6555,2021-01-24,Uniswap,UNI,12.05,3450685058.9,286446900
6556,2021-01-31,Uniswap,UNI,17.67,5111402819.63,289330793
6557,2021-02-07,Uniswap,UNI,18.69,5623224621.63,300918579
6558,2021-02-14,Uniswap,UNI,20.93,6305047039.78,301233344
6559,2021-02-21,Uniswap,UNI,28.83,8695407152.51,301612659
6560,2021-02-28,Uniswap,UNI,22.19,6916197524.34,311687012
6561,2021-03-07,Uniswap,UNI,34.28,17864556536.12,521162962
6562,2021-03-14,Uniswap,UNI,30.8,16067786777.55,521748766
6563,2021-03-21,Uniswap,UNI,32.68,17057432330.1,521893382
6564,2021-03-28,Uniswap,UNI,27.84,14532441592.39,521996292
6565,2021-04-04,Uniswap,UNI,31.07,16219657547.08,522110657
6566,2021-04-11,Uniswap,UNI,29.98,15689099387.79,523334542
6567,2021-04-18,Uniswap,UNI,31.75,16615561411.86,523385460
6568,2021-04-25,Uniswap,UNI,33.89,17736838127.63,523384244
6569,2021-05-02,Uniswap,UNI,42.33,22153449417.44,523384244
6570,2021-05-09,Uniswap,UNI,39.43,20637058034.89,523384244
6571,2021-05-16,Uniswap,UNI,36.56,20459744565.42,559597986
